Message,sentiment
"I found this somewhere and it made me think,I'm still learning...WHEN TO BE SILENT. And the  Bible says:1.  Be silent In the heat of anger - (Prov 14:17)2.  Be silent When you don't have all the facts - (Prov 18:13)3.  Be silent When you haven't verified the story - (Deut 17:6)4.  Be silent If your words will offend a weaker person - (1 Cor 8:11)5.  Be silent When it is time to listen - (Prov 13:1)6.  Be silent When you are tempted to make light of holy things - (Eccl 5:2)7.  Be silent When you are tempted to joke about sin - (Prov 14:9)8.  Be silent If you would be ashamed of your words later - (Prov 8:8)9.  Be silent If your words would convey the wrongimpression - (Prov 17:27)10. Be silent If the issue is none of your business -(Prov 14:10)11. Be silent When you are tempted to tell an outright lie - (Prov 4:24)12. Be silent If your words will damage someone else's reputation - (Pro 16:27)13. Be silent If your words will damage a friendship - (Prov 16:28)14. Be silent When you are feeling critical - (James 3:9)15. Be silent If you can't say it without screaming it - (Prov 25:28)16. Be silent If your words will be a poor reflection of the Lord or your friends and family - (1 Pt 2:21-23)17. Be silent If you may have to eat your words later - (Prov 18:21)18. Be silent If you have already said it more than one time  - (Prov 19:13)19. Be silent When you are tempted to flatter a wicked person - (Prov 24:24)20. Be silent When you are supposed to be working instead  - (Prov 14:23)""WHOEVER GUARDS HIS MOUTH AND TONGUE KEEPS HIS SOUL FROM TROUBLES"" - (Prov 21:23).""BE STILL, AND  KNOW THAT I AM GOD""  (Ps 46:10) .May the grace of the Lord be with us. Amen.",positive
Be with you too,positive
Happy birthday Karen!!,positive
Happy Birthday Karen 🤗🤗,positive
Happy Birthday Karen,positive
Yes,positive
Can one of you guys order for me priiiiz ...valentines is back on ... #willingtorisklent,positive
Happy Birthday Karen 🤗,positive
Happy birthday Karen,positive
Thanx Ade,positive
Thank u,positive
Happy birthday Karen!,positive
Thanks,positive
Thank u,positive
Thanx,positive
Thanx anna,positive
Happy birthday Karen,positive
Omusudan ajaa kukuba,positive
Happy birthday Karen,positive
HBD Karen,positive
Thank you all so much for the bd messages,positive
Happy birthday Karen... blessings and bottle your way,positive
Ohh Ben  thank you  so much  those bottles are making me type in 10D,positive
🤣🤣🤣,positive
We my need some very soon,positive
Sorry may,negative
John tom please don't send such pics bruv ...,positive
They aren't welcome on the page ...,positive
Kindly delete for those who haven't downloaded yet,positive
Pics have been deleted.,positive
it's annoying being in a group where someone is so inconsiderate. we have asked countless times not to be sent useless visuals on here but all in vain,positive
Lol now check ... Tina first correct my spelling ... ekiiri hannuya...,positive
Am I correct ?,positive
Lol John you had gone into self imposed exile ...,positive
Issa Friday chill... bruh ... I owe you a drink for that little one you brought,positive
lol John ... hahad ... Joan let him cool off first we shall come back for him later ...,positive
Ain't dead. But needs prayers,positive
"On wife's birthday , man ordered a cake on the phone.Salesman: What message to put on the cake?Man: Write ""Getting older but You are getting better.""Salesman: How you want that to be written?Man: Well.. put *""You are getting older""* at the top and *""but You are getting better""* at the bottom.When the cake was opened all guests died laughing at the message ...It read: *""You are getting older at the top, but you are getting better at the bottom!""*..Moral:- Don't order cakes over phone....😉🙃😜😝😅",positive
He knows how to chill,positive
Neera muwereza hi 5! He's the bomb!,positive
Great,positive
Nga kitalo,positive
Nga kitalo nnyo,positive
kitalo nnyo bambi. May she Rest in Peace,positive
Bambi may her soul rest in peace Amen,positive
May she Rest In Peace,positive
awumule mu Mirembe,positive
May her soul Rest in Peace.,positive
May she Rest In Peace,positive
Happy happy birthday Elsie😘😘😘,positive
Happy birthday sissy 😘😘,positive
"🎂Happy birthday Elsie🎂. Enjoy your day, and I wish you happy days and great achievements.",positive
Happy birthday Elsie!! 😘😘😘,positive
Happy birthday El. Love you big big😘😘😘,positive
Happy Birthday Elsie,positive
Happy birthday day Elsie,positive
thanx hun🤗,positive
thanx lover,positive
thank you Solomon🤗,positive
thank you thank you 😘,positive
love you right back. thanx hun,positive
thanx Junior,positive
Happy birthday love ... 😘,positive
thank you 🙂,positive
thank you hunneh,positive
Happy birthday  Elsie,positive
thank you Karen 🙂,positive
🎉Happy Birthday Elsie! 🎉,positive
thanx hun,positive
Happy Birthday Elsie.,positive
🙄,positive
Happy Birthday Elsie🐣,positive
thank you Tony,positive
thanx bebe,positive
Happy birthday Elsie..Have an amazing one 😘,positive
thanx hun,positive
HBD L.C.,positive
Happy birthday Elccy. 🤗🤗🤗🤗and more. May you enjoy all the details of life this year.,positive
thanx hun,positive
thank you lovely,positive
happy birthday awesome spirit,positive
thanx love 😘,positive
Happiest birthday Elsie!,positive
thanx hun,positive
"Jesus. can we ignore the ""then"" 😂😂ayayayayyaThank you Mr. TJ. 🤗",positive
Hehe yeah I know can we....that was in the year of '12,positive
Can see the cheeks 6 years ago... but Thomas why won't you let people prosper ..,positive
Prosper how??,positive
Haha this is what you are implying....??,positive
Let Pauline answer for me ...,positive
E.P aka Enemy of Progress,positive
"Something interesting regarding those who believe and those who don't believe in God! Very interesting. It stimulates our lateral thinking.This lovely parable is from ""Your Sacred Self"" by Dr. Wayne Dyer.In a mother’s womb were two babies. One asked the other: “Do you believe in life after delivery?”The other replied, “Why, of course. There has to be something after delivery. Maybe we are here to prepare ourselves for what we will be later.”“Nonsense” said the first. “There is no life after delivery. What kind of life would that be?”The second said, “I don’t know, but there will be more light than here. Maybe we will walk with our legs and eat from our mouths. .”The first replied, “That is absurd. Walking is impossible. And eating with our mouths? Ridiculous! The umbilical cord supplies nutrition and everything we need.”And moreover if there is life, then why has no one ever come back from there? Delivery is the end of life, and in the after-delivery there is nothing but darkness and silence and oblivion. It takes us nowhere.”“Well, I don’t know,” said the second, “but certainly we will meet Mother and she will take care of us.”The first replied “Mother? You actually believe in Mother? That’s laughable. If Mother exists then where is She now?”The second said, “She is all around us. We are surrounded by her. We are of Her. It is in Her that we live. Without Her this world would not and could not exist.”Said the first: “Well I don’t see Her, so it is only logical that She doesn’t exist.”To which the second replied, “Sometimes, when you’re in silence and you focus and listen, you can perceive Her presence, and you can hear Her loving voice, calling down from above.”May be this was one of the best explanations to the concept of 'GOD' :)",positive
well explained,positive
Wow... Nuff sed!,positive
Resounding!,positive
I love it,positive
🤣🤣🤣,positive
You forgot to add mpiitaako ....,positive
🚼,positive
🤣🤣,positive
Indeed. Best explanation. Im blessed by it.,positive
"Please, help share this post. This girl can't find her parents. She confessed that she was kidnapped by two men who later abandoned her on a lonely road after an argument. Let's help God in completing this miraculous work by making this child reach her parents again. She is not asking for your money or your gold, all she wants is for you to n share this post to different groups. SHARE and Share please to reach the parents of this child, if you have a heart don't ignore her.Plse call the Police if found",positive
The garbage truck ?,positive
The garbage truck will get there in 40 min so gwe biganye,positive
Not if it's already outside your gate it won't ...,positive
😂😂,positive
🤣🤣,positive
The entire *Fabulous family*group . Buli omu ajje n'ebikapu bibiri.,positive
Awch...,positive
February has many babies too. If it weren't lent....hmmm..xxxx Paulo's was yesterday?,positive
Eh this guy! If he appeared in front of me and did the head thing gosh I'd.....🏃‍♀️🏃‍♀️🏃‍♀️,positive
Yeap,positive
Oh oh Happy belated birthday to him.,positive
Lol...musange ku facebook,positive
Essimu ye kweli lol,positive
That too..,positive
Just helping a few put a face to the late Jajja Sarah,positive
Such a lovely picture. She looked alive. And yes I see aunty Maria aka mama Solome.How old was she?,positive
